num,EDAD,P6_1,P6_5,P6_7_4,P6_7_5,P6_9_4,P6_9_5,P7_3,P7_4,P7_5,P7_6_1,P7_6_2,P7_6_3,P7_6_4,P7_6_5,P7_6_6,P7_8_4,P7_8_5,P7_8_6,P7_8_7,P7_15,P7_16_1,P7_16_2,P7_16_3,P7_16_4,P7_16_5,P7_16_6,P7_16_7,P7_16_8,P7_16_9,P7_16_10,P7_17_1,P7_18_1,P7_23,P7_28,DOMINIO,TLOC,ESTRATO,SEXO,ENT
650,15,1,2,2,2,2,1,1,4,3,1,2,1,1,2,2,2,2,2,2,1,1,2,1,2,2,1,2,2,1,1,2,2,0,2,U,1,2,1,9
651,32,1,1,2,2,1,1,1,3,3,2,1,2,1,2,2,2,2,2,1,1,1,1,2,2,2,1,1,2,2,1,2,2,0,2,U,1,2,2,9
652,12,1,10,2,2,1,1,1,12,3,2,1,2,1,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2,2,1,1,2,0,2,U,1,2,2,9
653,12,1,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,2,2,9
654,43,1,10,2,2,2,1,1,12,3,1,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,1,2,0,1,U,1,2,1,9
655,46,1,1,2,2,1,1,1,5,3,1,2,2,1,2,2,2,2,2,1,1,1,2,1,2,2,1,1,2,1,1,2,2,0,2,U,1,2,1,9
656,47,1,8,2,2,1,1,1,8,3,1,1,2,1,2,2,2,2,2,1,1,2,2,1,2,2,1,2,2,2,1,2,2,0,2,U,1,2,2,9
657,24,1,3,2,2,1,1,1,6,3,1,2,2,1,2,2,2,2,2,1,1,2,2,1,2,2,1,2,2,2,1,2,2,0,2,U,1,2,2,9
658,46,1,8,2,2,2,1,1,8,3,1,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,2,1,9
659,52,1,3,2,2,1,1,1,5,3,1,2,2,1,1,2,2,2,1,1,1,2,1,1,2,2,1,2,2,2,2,2,2,0,2,U,1,2,1,9
660,41,2,0,0,0,0,0,1,5,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,1,2,2,2,0,2,U,1,2,2,9
661,59,2,0,0,0,0,0,3,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,2,2,9
662,19,1,1,2,2,1,1,1,6,3,1,2,2,1,2,2,2,2,1,1,1,1,2,1,2,2,1,2,2,1,1,2,2,0,2,U,1,2,1,9
663,33,1,4,2,2,1,1,1,4,3,2,1,2,1,2,2,2,2,2,1,1,1,2,1,2,2,1,2,2,2,2,2,2,4,1,U,1,2,2,9
664,57,2,0,0,0,0,0,1,1,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,2,2,9
665,25,1,8,2,2,1,1,1,8,3,1,2,2,1,2,2,2,2,2,1,1,1,1,1,2,2,1,1,1,2,1,2,2,4,2,U,1,2,2,9
666,48,1,1,2,2,2,1,1,1,1,2,2,1,1,2,2,1,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,1,0,2,U,1,2,2,9
667,14,1,2,1,2,1,1,1,4,3,1,2,2,1,1,2,1,2,2,1,1,1,2,1,2,2,1,1,2,1,1,2,2,0,2,U,1,2,1,9
668,21,2,0,0,0,0,0,1,2,1,2,2,2,1,2,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,2,1,9
669,26,1,3,2,2,1,1,1,7,3,2,1,2,1,2,2,2,2,1,1,1,1,1,1,2,2,1,2,2,2,1,2,2,0,2,U,1,2,2,9
670,52,1,10,1,2,1,1,1,10,3,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,2,1,2,2,2,2,1,2,0,1,U,1,2,1,9
671,55,2,0,0,0,0,0,1,4,3,2,2,2,1,2,2,2,2,1,1,1,1,2,2,2,2,1,2,2,1,2,2,2,0,2,U,1,2,1,9
672,33,2,0,0,0,0,0,1,4,3,2,2,2,1,1,2,2,2,2,1,1,1,2,1,2,2,1,2,2,1,1,2,2,0,2,U,1,2,2,9
673,10,2,0,0,0,0,0,1,4,1,2,2,2,1,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,2,U,1,2,2,9
674,70,2,0,0,0,0,0,1,2,3,2,2,2,1,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,2,2,0,2,U,1,2,1,9
675,13,1,2,2,2,1,1,1,3,3,2,1,2,1,2,2,2,2,1,1,1,1,2,1,2,2,1,2,2,2,2,2,1,0,1,U,1,2,1,9
676,15,1,3,2,2,2,1,1,3,2,1,2,2,1,2,2,2,2,2,1,1,1,1,1,2,2,1,2,1,2,1,2,2,0,2,U,1,2,2,9
677,38,1,3,1,2,2,1,1,3,3,1,2,2,1,2,2,1,2,1,1,1,1,2,2,2,2,1,2,2,1,2,2,2,0,2,U,1,2,2,9
678,31,1,10,2,2,1,1,1,12,3,1,1,2,1,2,2,2,2,2,1,1,1,1,1,2,2,1,2,2,1,2,2,2,3,2,U,1,2,1,9
679,20,1,3,2,2,1,1,1,5,3,1,1,2,1,1,2,2,2,2,1,1,1,2,1,2,2,1,2,2,2,2,2,2,5,2,U,1,2,2,9
680,27,1,4,2,2,1,1,1,5,3,1,1,2,1,2,2,2,2,2,1,1,1,2,1,2,2,1,2,2,2,2,2,2,0,2,U,1,2,2,9
681,37,2,0,0,0,0,0,1,2,1,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,1,2,2,2,0,2,U,1,2,2,9
682,54,2,0,0,0,0,0,1,2,3,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,1,2,2,2,6,2,U,1,2,2,9
683,78,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,2,1,9
684,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,2,1,9
685,18,2,0,0,0,0,0,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,1,2,2,2,0,2,U,1,2,2,9
686,55,2,0,0,0,0,0,1,2,2,2,2,2,1,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,2,2,0,2,U,1,2,1,9
687,18,2,0,0,0,0,0,1,6,1,2,2,2,1,2,2,2,2,2,2,1,1,2,1,2,2,1,2,2,1,2,2,2,4,2,U,1,2,2,9
688,32,2,0,0,0,0,0,1,5,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,1,2,2,0,2,U,1,2,2,9
689,18,1,2,2,2,1,1,1,10,1,1,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,1,2,2,2,0,2,U,1,2,2,9
690,70,2,0,0,0,0,0,1,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,3,2,9
691,47,2,0,0,0,0,0,1,4,3,2,2,2,1,2,2,2,2,1,1,1,1,2,2,2,2,1,1,2,1,2,2,2,0,1,U,1,3,1,9
692,45,1,2,2,2,2,1,1,3,1,1,2,2,1,2,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,1,2,5,2,U,1,3,2,9
693,67,2,0,0,0,0,0,1,2,3,2,2,2,1,2,2,2,2,1,1,1,1,2,2,2,2,1,2,2,1,2,2,2,0,2,U,1,3,2,9
694,26,1,5,2,2,1,1,1,6,3,2,1,1,1,1,2,2,2,1,1,1,1,1,1,2,2,1,1,2,1,1,2,2,3,1,U,1,3,1,9
695,49,1,3,2,2,1,1,1,8,3,2,1,2,1,2,2,2,2,1,1,1,1,2,1,2,2,1,1,2,1,1,2,2,5,1,U,1,2,2,9
696,32,1,8,2,2,1,1,1,8,1,1,1,2,1,2,2,2,2,1,1,1,1,1,1,2,2,1,1,2,1,1,2,2,4,1,U,1,2,2,9
697,59,2,0,0,0,0,0,1,3,3,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,1,2,2,2,0,2,U,1,2,2,9
698,20,1,4,2,2,1,1,1,8,3,2,1,2,1,1,1,2,2,1,1,1,1,2,1,2,2,1,2,2,1,1,1,2,2,2,U,1,2,1,9
699,37,2,0,0,0,0,0,1,2,3,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,1,2,1,2,2,2,2,4,2,U,1,2,2,9
700,33,2,0,0,0,0,0,1,2,2,2,2,2,1,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,2,2,0,2,U,1,2,1,9
701,58,1,1,2,2,2,1,1,6,3,2,2,1,1,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,2,2,9
702,35,1,1,2,2,1,1,1,8,3,2,2,1,1,1,2,2,2,2,1,1,1,2,1,2,2,1,2,2,1,1,2,2,4,2,U,1,2,2,9
703,42,1,1,2,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,2,U,1,2,2,9
704,7,1,2,2,2,2,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,2,U,1,2,1,9
705,17,1,2,1,2,2,1,1,3,3,1,2,1,1,2,2,1,1,2,1,1,1,2,2,2,2,1,2,2,1,2,2,1,0,2,U,1,2,2,9
706,78,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,2,1,9
707,38,2,0,0,0,0,0,1,3,1,2,2,2,1,2,2,2,2,2,1,1,1,2,1,2,2,1,1,2,1,1,2,2,5,2,U,1,2,2,9
708,12,2,0,0,0,0,0,1,3,1,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,0,1,U,1,2,1,9
709,21,1,2,1,2,1,1,1,10,3,2,1,2,1,2,2,2,2,1,1,1,1,2,2,2,2,1,2,2,1,2,2,2,5,1,U,1,2,1,9
710,43,2,0,0,0,0,0,1,3,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,2,1,9
711,13,1,12,2,2,1,1,1,2,3,2,2,1,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,0,2,U,1,2,1,9
712,22,1,3,2,2,1,1,1,4,3,1,2,2,1,2,2,2,2,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,5,2,U,1,2,1,9
713,42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,2,2,9
714,68,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,3,2,9
715,60,1,5,2,2,1,1,1,8,3,2,1,2,1,1,2,2,2,1,1,1,1,2,2,2,2,1,2,2,2,1,2,2,0,2,U,1,3,2,9
716,46,2,0,0,0,0,0,1,4,3,2,2,2,1,2,2,2,2,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,0,1,U,1,3,2,9
717,39,1,3,2,2,1,1,1,4,3,2,1,2,1,1,2,2,2,1,1,1,1,1,2,2,2,1,1,2,2,2,2,2,0,1,U,1,3,1,9
718,39,1,8,2,2,2,1,1,2,3,2,1,2,1,1,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,5,1,U,1,3,2,9
719,30,2,0,0,0,0,0,1,3,3,2,2,2,1,1,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,0,1,U,1,3,1,9
720,53,1,6,2,2,2,1,1,4,3,1,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,1,1,2,2,2,2,2,0,1,U,1,3,1,9
721,64,2,0,0,0,0,0,1,3,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,3,1,9
722,34,1,2,2,2,1,1,1,5,3,1,1,2,1,1,2,2,2,1,1,1,1,1,2,2,2,1,2,2,1,2,2,2,0,2,U,1,3,1,9
723,32,2,0,0,0,0,0,1,2,3,2,2,2,1,1,2,2,2,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,5,1,U,1,3,1,9
724,52,2,0,0,0,0,0,1,3,1,2,2,2,1,2,2,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,3,2,9
725,32,2,0,0,0,0,0,1,2,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2,2,2,2,2,0,2,U,1,3,1,9
726,21,2,0,0,0,0,0,1,8,3,2,2,2,1,1,2,2,2,1,1,1,1,2,2,2,2,1,2,2,1,2,2,2,4,1,U,1,3,2,9
727,30,1,8,2,2,1,1,1,7,3,2,1,1,1,1,2,2,2,1,1,1,1,2,1,2,2,1,1,2,1,2,1,2,4,1,U,1,3,1,9
728,30,1,2,2,2,1,1,1,4,3,2,1,2,1,2,2,2,2,1,1,1,1,2,2,2,2,1,2,2,1,2,2,2,0,2,U,1,2,1,9
729,21,1,3,2,2,1,1,1,4,3,2,2,1,1,1,2,2,2,1,1,1,1,2,1,2,2,1,2,2,1,1,2,2,5,1,U,1,2,1,9
730,17,1,2,2,2,1,1,1,3,1,2,1,2,1,2,2,2,2,1,2,1,1,2,2,2,2,1,2,2,1,2,2,2,0,2,U,1,2,2,9
731,36,1,1,2,2,1,1,1,4,3,2,2,1,1,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,1,2,2,0,2,U,1,2,1,9
732,17,2,0,0,0,0,0,1,4,1,2,2,2,1,1,2,2,2,2,1,1,1,2,1,2,2,1,2,2,1,1,2,2,0,2,U,1,2,1,9
733,83,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,2,2,9
734,69,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,2,1,9
735,28,1,2,2,2,1,1,1,8,3,2,1,2,1,2,2,2,2,1,1,1,1,1,1,2,2,1,2,2,1,2,2,2,4,1,U,1,2,1,9
736,77,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,2,1,9
737,46,2,0,0,0,0,0,1,2,3,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,2,2,9
738,25,1,2,2,2,1,1,2,3,3,2,1,2,1,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,2,2,0,2,U,1,2,2,9
739,53,2,0,0,0,0,0,1,12,3,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,1,2,2,2,0,2,U,1,2,1,9
740,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,2,2,9
741,65,2,0,0,0,0,0,1,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,2,2,9
742,53,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,2,2,9
743,59,2,0,0,0,0,0,1,7,3,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,2,1,9
744,57,2,0,0,0,0,0,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,2,1,9
745,21,2,0,0,0,0,0,1,2,3,2,2,2,1,2,2,2,2,2,1,1,1,2,1,2,2,1,2,2,2,1,2,2,6,2,U,1,2,1,9
746,63,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,3,2,9
747,31,2,0,0,0,0,0,1,2,3,2,2,2,1,1,2,2,1,2,2,1,1,2,2,2,2,1,2,2,1,2,2,2,4,2,U,1,3,2,9
748,48,2,0,0,0,0,0,1,8,3,2,2,2,1,1,2,2,2,2,2,1,1,1,1,2,2,1,2,2,2,2,2,2,0,2,U,1,3,2,9
749,63,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,3,2,9
750,53,2,0,0,0,0,0,1,1,3,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,1,2,2,0,2,U,1,3,2,9
751,70,2,0,0,0,0,0,1,3,3,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,3,2,9
752,65,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,3,2,9
753,41,2,0,0,0,0,0,1,3,3,2,2,2,1,1,2,2,2,1,1,1,1,2,2,2,2,1,2,2,2,1,2,2,0,2,U,1,3,2,9
754,55,1,5,2,2,2,1,1,2,3,2,1,1,1,2,2,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,0,2,U,1,3,2,9
755,11,2,0,0,0,0,0,1,4,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,3,1,9
756,32,1,4,2,2,1,1,1,6,3,2,1,2,1,1,2,2,2,1,1,1,1,1,2,1,2,1,2,2,1,2,2,2,4,1,U,1,3,1,9
757,57,2,0,0,0,0,0,1,4,1,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,3,2,9
758,54,2,0,0,0,0,0,1,3,3,2,2,2,1,1,2,2,2,2,1,1,1,2,2,2,2,1,2,2,1,1,2,2,0,2,U,1,3,2,9
759,38,1,4,2,2,1,1,1,5,3,2,1,2,1,1,2,2,2,1,1,1,1,1,1,2,1,2,1,2,2,2,2,2,4,1,U,1,3,2,9
760,62,2,0,0,0,0,0,1,3,3,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,3,1,9
761,19,1,8,2,2,1,1,1,8,3,1,2,2,1,2,2,2,2,2,1,1,1,2,1,2,2,1,2,2,2,2,2,2,0,2,U,1,3,2,9
762,29,1,9,2,2,1,1,1,12,3,1,2,2,1,1,2,2,2,1,1,1,1,1,1,2,2,1,2,2,1,2,2,2,5,2,U,1,3,1,9
763,41,1,12,2,2,2,1,1,10,3,2,1,2,1,1,2,2,2,2,1,1,1,2,1,2,2,1,2,2,2,2,1,2,3,1,U,1,3,2,9
764,8,1,1,2,2,2,1,1,3,1,1,2,2,1,2,2,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,2,2,0,2,U,1,2,2,9
765,62,2,0,0,0,0,0,1,10,1,2,2,2,1,1,2,1,1,1,1,1,2,2,1,2,2,1,1,2,2,2,2,2,0,1,U,1,2,2,9
766,25,1,2,2,2,1,1,1,8,3,2,1,2,1,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,1,2,1,2,6,1,U,1,2,1,9
767,11,2,0,0,0,0,0,1,4,2,2,2,2,1,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,2,2,0,2,U,1,2,1,9
768,30,1,6,2,2,1,1,1,8,3,1,2,2,1,2,2,2,2,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,0,2,U,1,2,2,9
769,47,1,2,2,2,1,1,1,4,3,1,1,1,1,1,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,4,2,U,1,3,1,9
770,27,1,10,2,2,1,1,1,12,3,2,1,2,1,1,2,2,2,1,1,1,1,2,1,2,2,1,2,2,2,1,2,2,4,1,U,1,3,2,9
771,59,2,0,0,0,0,0,1,2,3,2,2,2,1,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,2,2,0,2,U,1,3,2,9
772,54,2,0,0,0,0,0,1,4,3,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,3,1,9
773,23,1,3,2,2,2,1,1,5,1,1,2,2,1,2,2,2,2,1,1,1,1,2,1,2,2,1,2,2,2,1,2,2,0,1,U,1,3,2,9
774,80,2,0,0,0,0,0,1,5,3,2,2,2,1,1,2,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,2,2,9
775,50,2,0,0,0,0,0,1,4,2,2,2,2,1,2,2,2,2,1,1,1,1,2,2,2,2,1,1,2,2,2,2,2,5,1,U,1,2,2,9
776,72,2,0,0,0,0,0,1,2,1,2,2,2,1,1,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,6,1,U,1,2,1,9
777,61,2,0,0,0,0,0,1,4,3,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,2,1,9
778,72,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,2,2,9
779,34,1,6,2,2,1,1,1,12,3,1,2,1,1,1,1,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,1,2,0,2,U,1,3,2,9
780,16,1,3,2,2,1,1,1,2,3,1,1,2,1,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,1,2,1,2,0,2,U,1,3,1,9
781,40,1,5,2,1,1,1,1,12,3,1,1,2,1,1,2,2,1,1,1,1,1,2,1,2,1,2,2,2,2,2,1,2,0,1,U,1,3,1,9
782,57,2,0,0,0,0,0,1,2,3,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,3,2,9
783,75,2,0,0,0,0,0,1,5,1,2,2,2,1,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,2,U,1,3,1,9
784,81,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,2,2,9
785,26,1,3,2,2,2,1,1,9,3,2,1,2,1,2,2,2,2,2,2,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,U,1,2,2,9
786,61,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,2,2,9
787,47,2,0,0,0,0,0,1,2,3,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,2,1,9
788,53,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,1,2,9
789,14,1,2,1,2,1,1,1,2,3,1,2,2,1,2,2,1,2,2,1,1,2,2,1,2,2,1,2,2,2,1,1,2,0,2,U,1,1,2,9
790,52,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,1,1,9
791,65,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,1,2,9
792,31,1,8,2,2,2,1,1,9,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,5,2,U,1,1,2,9
793,78,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,2,2,9
794,17,1,8,2,2,1,1,1,12,1,2,1,2,1,2,2,2,2,2,1,1,2,1,1,2,2,1,2,2,2,2,2,2,0,2,U,1,2,2,9
795,27,1,2,2,2,1,1,1,10,3,2,1,2,1,2,2,2,2,1,1,1,2,1,2,2,2,1,2,2,2,2,1,1,3,1,U,1,2,1,9
796,44,1,6,2,2,1,1,1,10,3,1,1,2,1,2,2,2,2,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,4,2,U,1,2,1,9
797,58,1,1,2,2,1,1,1,3,3,2,1,2,1,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,2,2,4,2,U,1,2,1,9
798,32,1,2,2,2,1,1,1,2,3,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,1,1,2,2,0,2,U,1,4,2,9
799,14,2,0,0,0,0,0,1,2,3,2,2,2,1,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,0,2,U,1,4,1,9
800,23,1,8,2,2,1,1,1,5,3,1,1,2,1,2,2,2,2,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,3,2,U,1,4,1,9
801,15,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,4,1,9
802,53,2,0,0,0,0,0,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2,1,1,2,2,1,1,U,1,4,1,9
803,8,2,0,0,0,0,0,1,2,1,2,2,2,1,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,2,U,1,2,2,9
804,20,1,2,2,2,1,1,1,4,3,2,1,2,1,1,2,2,2,1,1,1,1,2,1,2,2,1,2,2,2,1,2,2,0,2,U,1,2,1,9
805,22,1,4,2,2,1,1,1,5,3,2,1,2,1,2,2,2,2,2,1,1,1,2,1,2,2,1,2,2,1,1,2,2,0,2,U,1,2,2,9
806,25,1,1,2,2,1,1,1,2,3,1,2,2,1,2,2,2,2,2,1,1,1,2,1,2,2,1,2,2,2,2,2,2,0,2,U,1,2,2,9
807,57,2,0,0,0,0,0,1,2,3,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,2,2,9
808,15,1,3,2,2,1,1,1,8,3,2,1,2,1,1,2,2,2,1,1,1,1,2,1,2,2,1,1,2,1,1,2,2,4,2,U,1,4,2,9
809,36,1,4,2,2,1,1,1,6,3,2,1,2,1,1,2,2,2,1,1,1,1,2,2,2,2,1,2,2,1,1,2,2,0,1,U,1,4,1,9
810,34,1,2,2,2,1,1,1,3,3,2,1,2,1,1,2,2,2,2,1,1,1,2,1,2,2,1,2,2,2,2,2,2,5,1,U,1,4,2,9
811,98,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,4,2,9
812,48,1,3,2,2,1,1,1,5,3,2,1,2,1,1,2,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,0,2,U,1,4,1,9
813,22,1,4,2,1,1,1,1,4,3,2,1,2,1,1,1,2,1,2,2,1,1,2,1,2,2,1,1,2,2,1,2,2,4,1,U,1,4,1,9
814,52,1,8,2,2,1,1,1,8,3,1,2,2,1,1,2,2,2,2,2,1,1,2,1,2,2,1,1,2,1,1,2,2,0,2,U,1,4,1,9
815,25,1,4,1,1,1,1,1,6,3,2,1,2,1,1,2,1,1,2,1,1,1,2,1,2,2,1,1,2,2,2,2,2,4,1,U,1,4,1,9
816,25,1,8,2,1,1,1,1,4,3,2,1,2,1,1,2,2,1,2,1,1,1,2,1,2,2,1,1,2,1,1,2,2,4,1,U,1,4,2,9
